id,Size of chocolate pool,Date of entry,Country funded by,Height of pipe,oompa loomper,longitude,Lattitude,Cocoa farm,Country of factory,Region code,District code,Location,Chocolate consumers in town,Does factory offer tours,Recorded by,Oompa loompa management,Official or Unofficial pipe,Year constructed,Type of pump,management,management_group,Payment scheme,chocolate_quality,chocolate_quantity,chocolate_source,chocolate_source_class,pipe_type
2020,700.0,2012-03-23,46.0,2189.0,37.0,234.66354178,315.72365422,7,590.0,336,5,15,1109,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2013,3,5,user-group,3,0,0,0,0,0
2719,0.0,2014-01-29,20.0,566.0,254.0,238.76555833999998,314.62203821,3,1853.0,333,4,117,1360,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,9,0,user-group,0,1,3,5,0,3
33596,225.0,2012-07-13,102.0,1734.0,5.0,231.04592637,317.49520294,5,25.0,340,4,95,1001,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1994,4,0,user-group,4,1,0,3,0,2
38119,500.0,2012-02-26,45.0,210.0,5.0,238.76137408,317.11391924,7,2900.0,385,54,108,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1979,7,0,user-group,1,0,1,3,0,0
63758,0.0,2014-02-26,63.0,781.0,60.0,237.394103,314.02397092,3,25.0,335,2,62,1001,False,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2008,13,0,user-group,0,0,0,3,0,2
59822,220.0,2012-04-19,226.0,0.0,223.0,237.42690397,318.54935553,6,137.0,330,2,83,2056,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1989,14,0,user-group,4,0,0,3,0,0
63838,0.0,2012-03-06,162.0,1890.0,154.0,235.11952897999998,315.45156565,0,11628.0,336,5,15,1025,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2003,3,0,user-group,0,0,1,0,0,0
1944,0.0,2012-07-29,316.0,0.0,5.0,230.79390822,323.67209994,1,7001.0,343,2,4,0,True,Chocolate Lovers Consultants Ltd,,Official pipe,0,4,0,user-group,0,0,0,5,0,2
24490,2200.0,2012-07-24,15.0,1341.0,5.0,231.07283695,318.71962799,8,2357.0,340,2,90,1100,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1998,9,0,user-group,2,0,3,7,0,3
10684,0.0,2012-08-11,45.0,1038.0,5.0,231.77727476,317.19464647,8,165.0,340,3,14,1150,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1977,3,0,user-group,0,0,2,6,1,0
16017,0.0,2014-02-18,11.0,1267.0,9.0,235.76619532,314.48722586,0,589.0,335,6,10,1400,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,1988,9,1,user-group,5,0,2,5,0,3
65834,225.0,2014-03-21,70.0,256.0,62.0,239.09572859,318.36036805,6,5439.0,332,2,118,1183,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2015,14,0,user-group,4,0,0,6,1,0
50400,250.0,2012-02-21,,163.0,,239.74837902000002,317.02974023,7,12668.0,385,61,25,3000,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,14,0,user-group,4,0,0,3,0,0
24980,0.0,2014-02-10,717.0,1480.0,747.0,234.28298924,323.30482261,1,326.0,345,3,1,1150,,Chocolate Lovers Consultants Ltd,1.0,Official pipe,2010,12,2,other,0,1,0,5,0,2
59852,0.0,2014-01-23,142.0,1967.0,355.0,235.51210361,321.21983849,4,11668.0,346,4,37,1184,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,8,0,user-group,0,0,0,5,0,2
48353,250.0,2012-02-23,10.0,334.0,2097.0,238.93805585,317.27625817,7,866.0,385,54,108,1001,False,Chocolate Lovers Consultants Ltd,3.0,Unofficial pipe,2013,9,3,commercial,4,1,0,3,0,0
38217,0.0,2014-03-23,152.0,1162.0,145.0,237.0634614,321.65342122,2,2749.0,328,8,12,1001,True,Chocolate Lovers Consultants Ltd,5.0,Official pipe,2017,3,4,user-group,3,0,0,0,0,0
23120,0.0,2012-07-17,16.0,0.0,5.0,233.25055614000001,322.4363292,1,16916.0,344,3,80,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,8,0,user-group,3,1,0,5,0,2
4032,5200.0,2014-02-12,114.0,1529.0,105.0,229.96825394,320.64282417,5,7619.0,341,3,45,1950,True,Chocolate Lovers Consultants Ltd,7.0,Unofficial pipe,2002,8,0,user-group,5,0,0,5,0,2
38155,0.0,2013-10-19,12.0,0.0,2.0,233.81632957,321.580007,4,3541.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,0,0,1,5,0,2
16527,0.0,2012-07-07,137.0,0.0,5.0,231.35789972,322.42247561,1,6540.0,343,5,66,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,0,0,3,5,0,3
62577,0.0,2014-02-04,75.0,1844.0,67.0,229.77711116,320.51255666,5,18507.0,341,3,19,1750,True,Chocolate Lovers Consultants Ltd,7.0,Unofficial pipe,2000,9,0,user-group,0,0,0,0,0,3
33631,0.0,2012-03-02,20.0,835.0,157.0,236.26854716,317.3698391,7,14772.0,336,8,29,1050,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1989,3,0,user-group,0,0,2,6,1,0
14872,220.0,2012-03-12,213.0,392.0,18.0,238.35333326,318.35589556,6,5203.0,331,2,24,1125,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2008,6,5,user-group,4,0,0,6,1,0
53863,0.0,2012-04-10,,0.0,,233.79653728,315.71944861,0,500.0,337,5,34,0,True,Chocolate Lovers Consultants Ltd,0.0,,0,3,0,user-group,6,0,1,0,0,0
25067,0.0,2012-07-27,487.0,0.0,5.0,233.87779042,315.55715468,0,4612.0,337,4,27,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,0,0,0,0
21342,0.0,2012-03-19,130.0,0.0,23.0,236.81140242,318.83495351,6,,326,4,106,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,7,0,user-group,4,1,1,3,0,1
8418,0.0,2012-02-23,129.0,408.0,5.0,238.88896619,317.27806581,7,5296.0,385,54,108,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2010,7,0,user-group,0,0,0,3,0,0
25808,0.0,2012-03-22,68.0,0.0,559.0,236.62575734,318.64525313,6,,326,4,106,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,2,0,0,0,0,1
40582,0.0,2012-03-26,20.0,1673.0,5.0,238.51584321,320.2246794,2,9688.0,329,2,40,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1977,3,0,user-group,0,0,0,0,0,0
64762,0.0,2012-04-16,,0.0,,233.82177731000002,316.19526669,7,509.0,337,8,44,0,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,0,3,5,user-group,0,5,3,6,1,0
32092,0.0,2013-10-26,6.0,0.0,5.0,0.0,324.99999998,1,11803.0,342,2,17,0,,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,6,0,0,5,0,2
4306,0.0,2012-08-03,9.0,0.0,5.0,230.6563441,323.7262313,1,9797.0,343,2,4,0,True,Chocolate Lovers Consultants Ltd,,Official pipe,0,9,0,user-group,0,0,1,5,0,3
7930,0.0,2012-08-02,166.0,968.0,5.0,230.5546762,317.95551785,5,4330.0,340,4,95,1001,False,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1999,4,0,user-group,0,0,1,3,0,2
4122,210.0,2014-03-02,163.0,1764.0,82.0,235.4362877,320.37523012,4,7228.0,346,3,57,1253,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2008,3,0,user-group,4,0,1,0,0,0
34676,0.0,2012-07-15,20.0,0.0,5.0,230.99561813,323.32037753,1,1792.0,343,2,4,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
10321,0.0,2014-02-20,7.0,0.0,5.0,0.0,324.99999998,1,4343.0,342,2,17,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,5,6,0,5,0,2
7348,0.0,2014-01-29,73.0,455.0,131.0,239.05224907000002,314.63834369,3,3778.0,405,54,56,1195,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1985,9,0,user-group,0,0,0,5,0,3
41364,1700.0,2014-02-12,20.0,917.0,16.0,237.55818102,321.46950269,2,149.0,328,3,64,1150,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2014,14,5,user-group,3,0,1,3,0,0
56865,0.0,2014-02-27,,1734.0,,234.86843577,320.525513,4,393.0,338,3,32,1300,True,Chocolate Lovers Consultants Ltd,0.0,,1995,8,0,user-group,0,0,1,5,0,2
609,0.0,2014-03-13,20.0,1524.0,32.0,236.78052534,321.62908381,2,198.0,327,8,41,1069,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1970,3,0,user-group,6,0,1,0,0,1
21213,0.0,2013-11-05,20.0,0.0,29.0,233.34784605,321.27085569,4,11201.0,342,4,6,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,7,0,user-group,0,0,0,3,0,1
13754,0.0,2014-01-20,20.0,212.0,5.0,239.47294060000002,315.48488712,3,433.0,405,14,104,1890,True,Chocolate Lovers Consultants Ltd,,Official pipe,2017,4,1,user-group,0,0,0,5,0,2
54898,2200.0,2012-03-07,495.0,1497.0,517.0,236.36653227,317.25171115,7,10741.0,336,8,29,1049,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,3,0,user-group,2,0,0,0,0,0
21075,0.0,2012-07-23,20.0,0.0,5.0,231.75033277,323.68592578,1,13733.0,343,3,38,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,0,0,0,0
44852,0.0,2012-03-15,81.0,392.0,5.0,237.85245331,317.87498249,6,6934.0,330,3,49,1075,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2000,15,0,user-group,0,1,2,5,0,2
67744,500.0,2012-03-18,353.0,944.0,362.0,236.75306085,317.71458464,7,294.0,330,2,83,1150,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2007,3,0,user-group,5,0,0,6,1,0
43628,0.0,2012-03-25,20.0,702.0,5.0,238.12881425,320.04037411,2,7528.0,329,3,47,1400,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1995,3,0,user-group,0,0,0,0,0,0
72794,250.0,2013-10-16,240.0,1403.0,241.0,234.02290841,323.37064275,1,763.0,345,4,51,1250,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1996,8,0,user-group,3,0,0,5,0,2
53407,0.0,2012-08-12,107.0,1279.0,5.0,230.87863757,317.07286552,5,4808.0,340,4,95,1001,False,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2003,9,0,user-group,0,0,1,5,0,2
58307,400.0,2012-02-18,20.0,2464.0,23.0,234.07192656,315.75026742,0,5598.0,336,4,31,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2011,3,0,user-group,3,0,0,0,0,0
26889,0.0,2014-01-31,7.0,0.0,5.0,232.49409103,321.51562757,5,4674.0,342,4,7,0,True,Chocolate Lovers Consultants Ltd,,Official pipe,0,8,1,user-group,6,0,0,5,0,2
31003,0.0,2014-02-01,7.0,0.0,5.0,0.0,324.99999998,1,7054.0,342,2,17,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,16,1,user-group,0,0,0,5,0,2
53182,0.0,2014-03-19,20.0,1264.0,5.0,236.81606385,321.55703725,2,2.0,327,3,26,1150,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1993,3,0,user-group,0,0,0,0,0,3
58202,0.0,2012-02-23,171.0,1862.0,5.0,235.02189044,315.89512915,7,2284.0,336,5,15,1050,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2006,3,0,user-group,0,0,0,0,0,1
15541,0.0,2014-03-06,,1708.0,,234.65879056,323.05055551,1,10213.0,345,3,1,1375,,Chocolate Lovers Consultants Ltd,1.0,Official pipe,2014,3,1,user-group,0,0,3,1,1,0
70139,0.0,2013-10-29,16.0,1467.0,55.0,234.15627952,323.64919571,1,7207.0,345,7,114,1255,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1997,14,0,user-group,0,1,0,3,0,1
26728,0.0,2012-07-27,1562.0,0.0,29.0,233.14797459,322.42494417,1,16017.0,344,3,80,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,4,0,user-group,0,0,0,5,0,2
61201,0.0,2012-07-16,20.0,0.0,32.0,231.77253645,323.84396666,1,10644.0,343,8,58,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,2,0,user-group,0,0,1,6,1,0
51575,0.0,2012-07-14,20.0,0.0,5.0,230.94321086,323.40669487,1,9161.0,343,2,4,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
16320,0.0,2012-02-24,,164.0,,239.68183992000002,317.0166957,7,4652.0,385,64,25,1053,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,0,0,user-group,0,0,1,3,0,2
36320,0.0,2014-02-01,,1749.0,,234.75521344999999,319.99880348,4,3010.0,338,3,32,1001,True,Chocolate Lovers Consultants Ltd,0.0,,2015,14,0,user-group,6,3,4,3,0,0
45314,300.0,2014-03-15,70.0,259.0,62.0,239.09837398,318.01639381,6,2227.0,332,3,76,1250,,Chocolate Lovers Consultants Ltd,3.0,Unofficial pipe,2015,14,3,commercial,4,6,0,3,0,0
61307,0.0,2012-03-25,23.0,208.0,307.0,238.98712009,318.46394299,6,5980.0,331,2,24,1050,True,Chocolate Lovers Consultants Ltd,8.0,Official pipe,2008,6,3,commercial,0,0,0,6,1,0
19510,250.0,2014-02-12,142.0,1706.0,337.0,234.47803224,320.56814052,4,8399.0,338,2,42,1385,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2015,14,5,user-group,4,0,0,3,0,1
51055,0.0,2014-03-20,65.0,1820.0,442.0,236.41490572,322.56294712,4,2107.0,327,7,72,1300,True,Chocolate Lovers Consultants Ltd,9.0,,2017,3,8,parastatal,0,0,3,1,1,0
55599,0.0,2012-02-24,20.0,185.0,5.0,238.97295927,317.05918036,7,6320.0,385,54,108,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2013,7,0,user-group,0,0,0,3,0,0
23371,0.0,2012-03-14,5.0,0.0,5.0,239.1070783,320.31392043,2,4100.0,329,9,5,1050,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1976,9,0,user-group,0,5,1,2,1,0
71192,0.0,2014-02-20,89.0,1180.0,5.0,235.84513855,314.47515111,7,5500.0,335,6,10,1175,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1983,3,0,user-group,0,0,2,6,1,0
19121,0.0,2013-10-26,167.0,0.0,160.0,232.9229861,319.19079028,5,2688.0,339,6,75,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,0,0,2,2,1,0
4777,450.0,2014-01-29,41.0,1335.0,116.0,229.97619909,320.16288487,5,14325.0,341,3,19,1510,True,Chocolate Lovers Consultants Ltd,7.0,Official pipe,1988,3,4,user-group,3,0,0,6,1,0
9343,0.0,2012-04-03,68.0,0.0,61.0,235.68182606,318.79231823,4,418.0,326,6,55,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,9,0,user-group,0,5,1,5,0,3
8318,5200.0,2012-03-24,11.0,2171.0,5.0,234.60443489,315.78817771,7,5753.0,336,5,15,1130,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,1998,3,5,user-group,2,0,0,6,1,1
19565,700.0,2013-11-10,468.0,1440.0,351.0,234.03417137,323.5401246,1,1644.0,345,7,114,1600,True,Chocolate Lovers Consultants Ltd,,Official pipe,2016,0,0,user-group,3,1,0,5,0,2
3259,0.0,2013-10-14,7.0,0.0,136.0,233.25402804,321.26929955,4,17221.0,342,4,6,0,False,Chocolate Lovers Consultants Ltd,4.0,Official pipe,0,8,1,user-group,0,1,0,5,0,2
65954,0.0,2013-10-04,440.0,0.0,105.0,232.79544076,321.71786867,1,12318.0,342,4,6,0,True,Chocolate Lovers Consultants Ltd,9.0,Unofficial pipe,0,9,8,parastatal,0,0,3,1,1,3
55562,0.0,2012-03-10,20.0,0.0,94.0,235.56088062,318.65406521,4,14056.0,326,7,96,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,1,0,0,5,0,3
6033,0.0,2012-03-02,81.0,525.0,5.0,236.01056536,315.91056069,7,68.0,330,5,98,1001,True,Chocolate Lovers Consultants Ltd,,Official pipe,2001,15,0,user-group,0,0,2,5,0,2
23525,0.0,2014-08-03,414.0,1724.0,427.0,236.71565628,321.64935167,2,1966.0,327,3,26,1200,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2004,3,0,user-group,0,0,0,0,0,0
41064,0.0,2013-10-27,7.0,0.0,5.0,232.37488694,321.09936387,5,859.0,342,4,7,0,True,Chocolate Lovers Consultants Ltd,,Official pipe,0,9,1,user-group,6,2,1,5,0,3
45508,0.0,2012-07-28,12.0,0.0,615.0,231.81279277,323.83684316,1,6748.0,343,3,38,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,1,1,1,0
22520,700.0,2014-03-06,20.0,1125.0,98.0,237.59068129,321.24803855,2,573.0,328,3,64,1064,True,Chocolate Lovers Consultants Ltd,5.0,Official pipe,1977,3,4,user-group,3,0,1,0,0,0
58275,700.0,2014-01-26,20.0,973.0,214.0,230.44035179,318.18352739,5,11049.0,340,2,90,1200,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2015,4,0,user-group,3,1,0,3,0,2
37661,0.0,2014-03-07,1072.0,1823.0,1173.0,234.67391843000001,323.16043351,1,4710.0,345,3,1,1100,,Chocolate Lovers Consultants Ltd,1.0,Official pipe,2015,14,2,other,0,0,1,2,1,0
15932,8200.0,2012-07-31,31.0,1110.0,5.0,231.36702822,317.67687757,8,7514.0,340,2,90,1200,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,3,0,user-group,2,0,1,0,0,0
70328,0.0,2013-10-16,391.0,0.0,96.0,231.73597918000002,319.96206395,5,4789.0,339,5,73,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,8,0,user-group,0,0,0,5,0,2
37189,700.0,2014-01-30,56.0,1706.0,83.0,234.84096424,320.67504878,4,11826.0,338,2,42,1400,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2000,8,0,user-group,5,0,0,5,0,2
34080,0.0,2013-12-17,68.0,1362.0,134.0,233.33982953,323.08817164,1,6135.0,345,4,51,1350,,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,0,0,user-group,6,0,0,3,0,2
58516,1200.0,2012-02-21,50.0,1906.0,5.0,235.46137897,316.95322416,7,14817.0,336,2,53,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,3,0,user-group,3,0,0,0,0,0
2114,0.0,2012-03-28,20.0,980.0,32.0,237.42762879,319.06917604,6,3255.0,330,7,69,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1975,3,0,user-group,0,0,1,6,1,0
37541,0.0,2014-02-18,59.0,0.0,5.0,233.63939541,322.12670852,1,365.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,15,1,user-group,0,1,0,5,0,2
72105,250.0,2014-01-19,337.0,1041.0,339.0,235.07242235,319.13254074,4,16405.0,338,4,81,1825,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2008,14,0,user-group,4,0,0,3,0,1
51681,0.0,2014-12-03,1186.0,2032.0,5.0,237.3634625,322.12430482,4,3784.0,327,7,72,1050,True,Chocolate Lovers Consultants Ltd,9.0,Official pipe,2011,3,8,parastatal,5,0,3,1,1,0
48005,0.0,2013-10-27,301.0,0.0,302.0,232.10192713,320.07817359,5,9051.0,339,5,73,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,0,0,user-group,0,0,0,5,0,2
7541,0.0,2012-08-03,89.0,0.0,5.0,233.40543965,322.0616453,1,6959.0,344,5,109,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,7,0,user-group,4,0,0,3,0,1
55911,0.0,2012-07-25,16.0,1350.0,5.0,232.9303212,322.9306678,1,18004.0,344,2,16,1200,True,Chocolate Lovers Consultants Ltd,,Official pipe,2006,9,0,user-group,0,0,0,0,0,3
25799,0.0,2012-03-30,11.0,0.0,9.0,233.36199102,316.10161491,8,2379.0,337,3,79,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,1,user-group,5,0,2,6,1,0
45309,0.0,2012-04-11,,0.0,,234.03066673,316.14260906,7,69.0,337,8,44,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,3,6,1,0
46907,0.0,2014-02-17,202.0,164.0,282.0,240.25657669999998,314.4242539,3,41.0,424,2,87,1700,True,Chocolate Lovers Consultants Ltd,,Official pipe,2011,4,0,user-group,6,1,0,3,0,2
27602,220.0,2014-02-22,53.0,1829.0,395.0,235.51840329,320.70239797,4,10001.0,346,3,57,1218,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2008,14,0,user-group,4,0,0,9,2,0
30456,0.0,2012-07-27,16.0,0.0,36.0,233.00891191,322.30989528,1,1394.0,344,8,59,0,,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
17218,0.0,2012-08-15,132.0,0.0,55.0,233.29668406,322.26000571,1,7485.0,344,5,109,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,8,0,user-group,0,0,0,5,0,2
73395,0.0,2014-07-03,20.0,1410.0,38.0,236.89512624,321.64412709,2,1400.0,327,8,41,1089,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,3,5,user-group,6,0,0,6,1,0
21318,5200.0,2012-03-14,11.0,1259.0,74.0,235.92605015,317.61031186,7,12824.0,336,2,53,1530,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1997,3,0,user-group,2,0,3,0,0,0
48741,700.0,2014-03-06,20.0,1122.0,98.0,237.59532493,321.25025073,2,1440.0,328,3,64,1060,True,Chocolate Lovers Consultants Ltd,5.0,Official pipe,1977,3,4,user-group,3,0,1,0,0,3
50548,1200.0,2014-03-03,11.0,1029.0,9.0,236.06044119,314.36318179,3,248.0,335,6,10,1120,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,1999,15,1,user-group,2,0,1,5,0,2
12011,250.0,2014-02-25,42.0,1663.0,45.0,235.49671186,320.22245404,4,3132.0,346,3,57,2486,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2011,14,0,user-group,4,0,1,1,1,0
52926,0.0,2014-02-18,20.0,1646.0,16.0,237.6085994,321.8677413,2,14735.0,328,2,22,1001,True,Chocolate Lovers Consultants Ltd,8.0,Official pipe,1990,3,6,commercial,3,0,1,0,0,0
27905,1200.0,2012-03-20,81.0,503.0,5.0,236.36420485,316.230841,7,2437.0,330,5,98,1336,True,Chocolate Lovers Consultants Ltd,,Official pipe,2001,15,1,user-group,3,0,1,5,0,2
49742,0.0,2012-03-07,45.0,1951.0,5.0,234.90674676999998,315.66670212,7,5039.0,336,5,15,1035,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2013,3,0,user-group,0,0,1,0,0,0
17213,0.0,2014-03-18,,1253.0,,236.04564979,321.36452674,4,6996.0,327,2,110,1001,False,Chocolate Lovers Consultants Ltd,0.0,,2005,14,0,user-group,0,0,1,3,0,0
40702,220.0,2014-02-14,363.0,1486.0,70.0,234.8376364,319.26746603,4,2893.0,338,4,81,1400,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2007,14,0,user-group,4,0,0,3,0,1
26989,0.0,2012-08-05,53.0,0.0,5.0,230.69261793,323.937679,1,5559.0,343,2,4,0,True,Chocolate Lovers Consultants Ltd,,Official pipe,0,9,0,user-group,0,0,0,0,0,4
47112,0.0,2013-10-11,,0.0,,233.48682166,320.77212195,4,13243.0,339,3,82,0,True,Chocolate Lovers Consultants Ltd,7.0,Unofficial pipe,0,0,0,user-group,0,0,0,5,0,2
7374,2200.0,2012-11-03,72.0,1834.0,64.0,234.79056911,316.10621161,7,4610.0,336,5,15,1040,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2016,3,0,user-group,2,0,0,0,0,0
21455,0.0,2013-10-22,464.0,0.0,675.0,232.63609259,319.90808753,5,2497.0,339,4,107,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,7,0,user-group,0,0,0,3,0,0
65509,0.0,2012-08-02,15.0,1913.0,5.0,231.57693025,316.5815307,5,5088.0,340,3,14,1200,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1997,8,0,user-group,0,0,0,5,0,2
9347,450.0,2014-01-29,20.0,1310.0,29.0,229.9616066,320.15977699,5,2483.0,341,3,19,1350,True,Chocolate Lovers Consultants Ltd,7.0,Official pipe,1981,3,4,user-group,3,0,0,6,1,1
67758,2200.0,2014-02-18,165.0,1207.0,5.0,235.45787888,314.39314628,0,2386.0,335,3,60,0,False,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2010,3,0,user-group,5,0,0,6,1,0
40791,0.0,2014-02-20,119.0,1113.0,114.0,236.90159308,321.30669913,2,7241.0,346,5,2,1200,True,Chocolate Lovers Consultants Ltd,,Official pipe,2014,15,1,user-group,6,1,0,3,0,2
61510,0.0,2014-03-12,70.0,169.0,62.0,239.34932742,318.15951068,6,830.0,332,4,78,1001,True,Chocolate Lovers Consultants Ltd,11.0,Unofficial pipe,2005,14,10,other,0,0,2,3,0,3
19160,700.0,2012-04-16,40.0,2051.0,37.0,234.74304791,315.8269438,7,25.0,336,5,15,1125,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2014,3,5,user-group,3,0,0,0,0,0
66437,300.0,2014-03-17,70.0,264.0,62.0,239.10938034,318.0550879,6,1306.0,332,3,76,1100,,Chocolate Lovers Consultants Ltd,3.0,Unofficial pipe,2015,14,3,commercial,4,6,0,3,0,0
63146,0.0,2013-10-30,48.0,1412.0,39.0,233.73411972,323.40486246,1,68.0,345,4,51,1250,,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2003,0,0,user-group,6,0,0,7,0,2
32409,0.0,2012-03-29,20.0,0.0,29.0,233.44131571,316.57756631,8,5013.0,337,2,85,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,7,0,user-group,0,0,0,3,0,0
65355,0.0,2012-04-01,,0.0,,233.38396054,315.46957404,0,9673.0,337,6,67,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,6,0,3,0,0,0
24412,0.0,2013-10-25,16.0,1830.0,55.0,234.41578604,323.63460789,1,10955.0,345,2,77,1100,False,Chocolate Lovers Consultants Ltd,,Official pipe,2000,8,3,commercial,6,0,0,5,0,2
48730,250.0,2014-02-07,31.0,394.0,26.0,239.25466594,313.93062723,3,542.0,415,34,33,1080,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2009,3,0,user-group,4,0,3,0,0,0
14783,0.0,2014-03-04,251.0,1619.0,250.0,237.61165523,321.76516882,2,942.0,328,2,22,1001,True,Chocolate Lovers Consultants Ltd,8.0,Official pipe,2008,3,6,commercial,3,0,1,0,0,0
